2026-03-05 02:21:14,105 | INFO | __main__ | Best Selectivity: 0.6832509636878967
2026-03-05 02:21:14,105 | INFO | __main__ | Best SNR: 0.08070268481969833
2026-03-05 02:21:14,105 | INFO | __main__ | Best Final Metric: 0.055140186101198196
2026-03-05 02:21:14,105 | INFO | __main__ | Total Epochs: 188
2026-03-05 02:21:15,654 | INFO | __main__ | Evaluation Results: 0.019978219044279863
2026-03-05 02:21:15,655 | INFO | __main__ | Evaluator log: {'final_metric': 0.019978219044279863, 'fetal_ac_energy': 6.497244612546638e-06, 'maternal_ac_energy': 1.4029797057446558e-06, 'baseline_noise_std': 0.27456599743510934, 'maternal_ac_amp': 0.001184474442841489}
2026-03-05 02:21:15,655 | INFO | __main__ | Max SNR(SB): 0.0584 at i 3
2026-03-05 02:21:15,655 | INFO | __main__ | Max Selectivity(SB): 2.5176 at i 12
2026-03-05 02:21:15,655 | INFO | __main__ | Running optimization loop for file: 0007.npz | Measurand: abs
2026-03-05 02:21:15,907 | INFO | __main__ | Best Product : 0.0273 at index 15
2026-03-05 02:21:15,907 | INFO | __main__ | [DIGSSOptimizer] Using L2 regularization (weight=0)
2026-03-05 02:21:16,228 | INFO | __main__ | Early stopping at epoch 134
2026-03-05 02:21:16,229 | INFO | __main__ | Optimized Window: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2026-03-05 02:21:16,230 | INFO | __main__ | Best Selectivity: 0.15001915395259857
2026-03-05 02:21:16,230 | INFO | __main__ | Best SNR: 0.0809517651796341
2026-03-05 02:21:16,230 | INFO | __main__ | Best Final Metric: 0.012144315056502819
2026-03-05 02:21:16,230 | INFO | __main__ | Total Epochs: 134
2026-03-05 02:21:17,723 | INFO | __main__ | Evaluation Results: 0.0016897293725048424
2026-03-05 02:21:17,723 | INFO | __main__ | Evaluator log: {'final_metric': 0.0016897293725048424, 'fetal_ac_energy': 7.592752808704972e-07, 'maternal_ac_energy': 3.0328410502988845e-06, 'baseline_noise_std': 0.2580223241128207, 'maternal_ac_amp': 0.0017415053977231552}
2026-03-05 02:21:17,724 | INFO | __main__ | Max SNR(SB): 0.0218 at i 10
2026-03-05 02:21:17,724 | INFO | __main__ | Max Selectivity(SB): 3.1977 at i 15
